user,total_sessions,avg_click_per_sesssion,flights_booked_success,hotels_booked_success,cancellations_count,trip_touched,avg_flight_discount_amount,avg_hotel_discount_amount,avg_flight_base_fare_usd,avg_hotel_price_per_room_night_usd,avg_hotel_night,distinct_airlines_used,birthdate,gender,is_married,has_children,home_country,home_city,home_airport,home_airport_lat,home_airport_lon,sign_up_date,age_years,tenure_days,conversion_rate_per_session,cancellation_rate_on_bookings,preferred_airline,preferred_destination,avg_session_duration_min,sessions_per_month,avg_trip_length_days,return_flight_ratio,avg_checked_bags,avg_seats,avg_rooms_per_booking,hotel_booking_ratio,avg_checkin_gap_days,promo_responsiveness,loyalty_index,is_high_canceller,is_multi_booker,is_family_traveler,R_raw,F_raw,M_raw,R_score,F_score,M_score,RFM_sum,RFM_loyalty,CLTV,CLTV_level,persona,perk_offer
548490,8,11.25,2,2,0,2,0.2,0.05,172.04,133.0,3.5,1,1970-04-22,F,True,True,usa,el paso,BIF,31.849,-106.38,2023-01-23,55,986,0.5,0.0,Southwest Airlines,DAL,1.4041666666666666,1.1428571428571428,5.5,1.0,0.0,1.0,1.0,1.0,8.604653993055555,0.25,2.0,,True,True,986,4,637.54,3,2,2.0,7.0,Low,2550.16,Low,General - Casual,📰 Newsletter + 10% First Booking Coupon
548504,8,20.875,7,5,0,7,,,354.1614285714286,240.4,2.0,3,1986-08-03,F,False,False,usa,houston,IAH,29.98,-95.34,2023-01-23,39,986,1.5,0.0,United Airlines,JFK,2.6020833333333333,1.1428571428571428,4.571428571428571,1.0,0.42857142857142855,1.1428571428571428,1.2,0.7142857142857143,7.0427334375,0.0,1.7142857142857142,,True,,986,12,834.9614285714285,3,5,3.0,11.0,Medium,10019.537142857142,High,Loyal Medium,🏨✈️ 1 Night Free Hotel with Flight Booking
548560,8,16.125,1,1,0,1,0.2,0.2,446.45,157.0,3.0,1,1978-09-02,F,True,True,usa,laredo,LRD,27.544,-99.461,2023-01-23,47,986,0.25,0.0,JetBlue Airways,LGA,1.9979166666666666,2.0,5.0,1.0,0.0,1.0,1.0,1.0,11.885491145833333,0.0,2.0,,,True,986,2,917.45,3,1,3.0,7.0,Low,1834.9,Low,General - Casual,📰 Newsletter + 10% First Booking Coupon
548568,9,12.444444444444445,4,4,0,4,0.1,0.1,419.8975,331.25,2.0,3,1968-03-22,F,True,True,usa,philadelphia,PHL,39.872,-75.241,2023-01-23,57,986,0.8888888888888888,0.0,American Airlines,BOS,1.5407407407407407,1.2857142857142858,3.25,1.0,0.75,1.75,1.75,1.0,9.281431770833333,0.0,2.0,,True,True,986,8,1082.3975,3,5,4.0,12.0,Medium,8659.18,High,Loyal Medium,🏨✈️ 1 Night Free Hotel with Flight Booking
548587,8,15.125,2,2,0,2,0.1,,447.84,302.5,4.5,2,1989-01-23,F,False,False,usa,sacramento,SMF,38.695,-121.591,2023-01-23,36,986,0.5,0.0,American Airlines,BFI,1.8916666666666666,1.1428571428571428,6.0,1.0,0.5,1.0,1.0,1.0,8.180331857638889,0.0,2.0,,True,,986,4,1809.09,3,2,5.0,10.0,Medium,7236.36,High,General - Potential Loyal,📈 Early Loyalty Access Offer
548635,8,12.375,4,4,0,4,0.1,0.05,391.435,192.75,1.75,3,1982-06-03,F,True,True,usa,houston,EFD,29.607,-95.159,2023-01-23,43,986,1.0,0.0,Delta Air Lines,BNA,1.5208333333333333,1.3333333333333333,3.0,1.0,0.0,1.25,1.25,1.0,6.906992013888889,0.0,2.0,,True,True,986,8,728.7475,3,5,2.0,10.0,Medium,5829.98,Med,Loyal Low,✈️ Free Flight Upgrade
548651,8,21.0,5,4,0,5,0.15,0.075,369.974,112.0,2.0,3,1980-05-16,F,True,True,usa,milwaukee,MKE,42.947,-87.896,2023-01-23,45,986,1.125,0.0,American Airlines,CLT,2.591666666666667,1.3333333333333333,4.0,1.0,0.4,1.4,1.5,0.8,7.094297612847222,0.3333333333333333,1.8,,True,True,986,9,593.9739999999999,3,5,1.0,9.0,Medium,5345.766,Med,Loyal Low,✈️ Free Flight Upgrade
548653,8,19.75,5,5,0,5,0.3,0.05,649.74,223.4,2.4,5,1981-02-10,F,True,True,usa,jacksonville,JAX,30.494,-81.688,2023-01-23,44,986,1.25,0.0,Air New Zealand,HLZ,2.4479166666666665,1.1428571428571428,3.8,1.0,0.4,1.4,1.4,1.0,6.6903392013888885,0.2,2.0,,True,True,986,10,1185.9,3,5,4.0,12.0,Medium,11859.0,High,Loyal Medium,🏨✈️ 1 Night Free Hotel with Flight Booking
548672,8,25.75,4,4,0,4,0.15,0.15,323.445,210.25,1.0,4,1982-10-08,M,False,False,usa,chicago,ORD,41.979,-87.904,2023-01-23,42,986,1.0,0.0,American Airlines,LGA,3.185416666666667,1.3333333333333333,3.0,0.75,0.5,1.25,1.25,1.0,8.063472005208334,0.125,2.0,,True,,986,8,533.6949999999999,3,5,1.0,9.0,Medium,4269.5599999999995,Med,Loyal Low,✈️ Free Flight Upgrade
548708,8,19.375,2,3,0,3,0.15,0.25,227.01,282.6666666666667,6.0,2,1985-07-15,M,True,False,usa,cleveland,CLE,41.412,-81.85,2023-01-23,40,986,0.625,0.0,Air Canada,RND,2.4,1.1428571428571428,5.5,1.0,0.0,1.0,1.3333333333333333,1.0,4.547549710648148,0.2,1.6666666666666667,,True,True,986,5,1923.01,3,3,5.0,11.0,Medium,9615.05,High,Loyal Medium,🏨✈️ 1 Night Free Hotel with Flight Booking
548743,9,17.11111111111111,1,2,0,2,0.1,0.2,376.89,164.5,2.0,1,1997-01-23,F,True,False,canada,winnipeg,YWG,49.91,-97.234,2023-01-23,28,986,0.3333333333333333,0.0,JetBlue Airways,LGA,2.1185185185185187,1.8,2.0,1.0,1.0,1.0,1.0,1.0,8.850316927083334,0.3333333333333333,1.5,,True,True,986,3,705.89,3,2,2.0,7.0,Low,2117.67,Low,General - Casual,📰 Newsletter + 10% First Booking Coupon
548853,8,11.0,2,2,0,3,0.15,,580.49,259.0,3.0,2,1970-07-27,F,True,False,canada,quebec,YQB,46.788,-71.398,2023-01-23,55,986,0.5,0.0,JetBlue Airways,BOS,1.3395833333333333,1.6,2.5,1.0,1.0,2.0,1.0,0.6666666666666666,7.8392250868055555,0.25,1.3333333333333333,,True,True,986,4,1357.49,3,2,4.0,9.0,Medium,5429.96,Med,General - Moderate Traveler,🤝 Small Partner Discount
548859,8,30.625,3,3,0,3,0.1,0.075,216.07,211.0,3.0,2,1976-01-14,F,True,False,usa,new york,JFK,40.64,-73.779,2023-01-23,49,986,0.75,0.0,Air Canada,PHL,3.779166666666667,1.6,4.333333333333333,1.0,0.6666666666666666,1.0,1.0,1.0,8.349491145833333,0.16666666666666666,2.0,,True,True,986,6,849.0699999999999,3,4,3.0,10.0,Medium,5094.42,Med,Loyal Low,✈️ Free Flight Upgrade
548872,8,20.25,0,1,0,1,0.1,0.13333333333333333,,166.0,4.0,0,2003-12-14,F,False,True,usa,chicago,MDW,41.786,-87.752,2023-01-23,21,986,0.125,0.0,,,2.527083333333333,1.1428571428571428,,,,,1.0,1.0,13.619444444444444,0.0,1.0,,,True,986,1,664.0,3,1,2.0,6.0,Low,664.0,Low,Casual / Inactive,📧 Welcome Back Discount Email
548961,8,51.25,3,2,1,5,0.15,,233.71333333333334,213.5,5.5,2,1984-06-19,F,False,True,usa,san antonio,RND,29.529,-98.279,2023-01-23,41,986,0.625,0.2,United Airlines,OKC,19.079166666666666,1.6,1.6666666666666667,1.0,0.6666666666666666,1.0,1.0,0.4,15.6228015625,0.2,1.0,,True,True,986,5,1407.9633333333334,3,3,4.0,10.0,Medium,7039.816666666667,High,Business Flyer,🧳 Free Checked Bag + Flexible Booking
548967,9,17.333333333333332,6,6,0,6,,0.05,267.0083333333333,154.16666666666666,4.666666666666667,5,1985-02-03,F,False,False,canada,toronto,YTZ,43.627,-79.396,2023-01-23,40,986,1.3333333333333333,0.0,American Airlines,BOS,2.151851851851852,1.2857142857142858,5.25,0.6666666666666666,0.3333333333333333,1.1666666666666667,1.1666666666666667,1.0,10.053108940972223,0.0,2.0,,True,,986,12,986.4527777777778,3,5,3.0,11.0,Medium,11837.433333333334,High,Loyal Medium,🏨✈️ 1 Night Free Hotel with Flight Booking
548978,8,17.625,1,4,0,4,0.075,0.15,780.46,151.25,7.75,1,1987-03-17,F,True,False,canada,gatineau,YND,45.521,-75.564,2023-01-23,38,986,0.625,0.0,United Airlines,SFO,2.1791666666666667,1.1428571428571428,5.0,1.0,1.0,1.0,1.5,1.0,8.660075,0.2,1.25,,True,True,986,5,1952.6475,3,3,5.0,11.0,Medium,9763.2375,High,Loyal Medium,🏨✈️ 1 Night Free Hotel with Flight Booking
548988,8,13.625,3,4,0,4,0.2,0.075,355.6166666666667,122.5,2.5,3,1975-09-20,F,True,False,usa,los angeles,LAX,33.942,-118.408,2023-01-23,50,986,0.875,0.0,AirTran Airways,HOU,1.6770833333333333,1.6,4.0,0.6666666666666666,1.0,1.0,1.25,1.0,7.49118515625,0.42857142857142855,1.75,,True,True,986,7,661.8666666666667,3,4,2.0,9.0,Medium,4633.066666666667,Med,Loyal Low,✈️ Free Flight Upgrade
548990,8,13.25,1,2,0,2,0.3,0.125,687.54,58.5,4.0,1,1991-09-13,F,False,False,usa,los angeles,LAX,33.942,-118.408,2023-01-23,34,986,0.375,0.0,American Airlines,JFK,1.6479166666666667,1.6,6.0,1.0,1.0,1.0,1.0,1.0,4.848633940972222,0.3333333333333333,1.5,,True,,986,3,921.54,3,2,3.0,8.0,Low,2764.62,Low,Last-Minute Spontaneous Booker,⏱️ No Cancellation Fees
549058,8,11.375,2,2,0,2,0.125,0.125,2298.37,394.5,8.0,2,1994-09-01,F,True,False,canada,toronto,YKZ,43.862,-79.37,2023-01-23,31,986,0.5,0.0,AirTran Airways,AUS,1.4395833333333334,1.1428571428571428,9.0,1.0,1.0,1.5,1.0,1.0,186.03084270833332,0.25,2.0,,True,True,986,4,5454.37,3,2,5.0,10.0,Medium,21817.48,High,General - Potential Loyal,📈 Early Loyalty Access Offer
549115,8,7.75,1,1,0,1,,,263.86,349.0,12.0,1,1990-10-10,F,False,True,canada,victoria,YYJ,48.647,-123.426,2023-01-24,34,985,0.25,0.0,American Airlines,LSV,0.9666666666666667,1.3333333333333333,13.0,1.0,0.0,1.0,1.0,1.0,252.65790416666667,0.0,2.0,,,True,985,2,4451.86,3,1,5.0,9.0,Medium,8903.72,High,General - Potential Loyal,📈 Early Loyalty Access Offer
549116,8,17.0,3,3,0,3,0.15,0.15,200.21666666666667,212.66666666666666,5.0,2,1980-03-13,F,True,True,usa,columbus,LCK,39.814,-82.928,2023-01-24,45,985,0.75,0.0,Delta Air Lines,JFK,2.125,1.6,7.0,1.0,0.0,1.3333333333333333,1.3333333333333333,1.0,5.187525,0.0,2.0,,True,True,985,6,1263.55,3,4,4.0,11.0,Medium,7581.299999999999,High,Loyal Medium,🏨✈️ 1 Night Free Hotel with Flight Booking
549121,8,34.25,1,2,1,3,0.24999999999999994,,227.99,131.5,4.0,1,1950-10-11,F,False,False,usa,san antonio,SKF,29.384,-98.581,2023-01-24,74,985,0.375,0.3333333333333333,Air Canada,PHX,10.084866127083334,1.1428571428571428,4.0,1.0,1.0,1.0,1.5,0.6666666666666666,11.998959722222223,0.0,1.0,True,True,,985,3,753.99,3,2,2.0,7.0,Low,2261.9700000000003,Low,General - Casual,📰 Newsletter + 10% First Booking Coupon
549141,8,12.125,0,2,0,2,0.15,0.15,,316.5,4.0,0,1995-11-01,F,True,True,usa,santa ana,SNA,33.676,-117.868,2023-01-24,29,985,0.25,0.0,,,1.48125,2.6666666666666665,,,,,2.0,1.0,11.763194444444444,0.5,1.0,,,True,985,2,1266.0,3,1,4.0,8.0,Low,2532.0,Low,Discount Hunter,💸 Special Discount Codes & Flash Deals
549152,8,33.375,3,3,1,5,0.15,0.1,398.64,90.0,4.333333333333333,3,1991-03-25,F,False,False,canada,quebec,YQB,46.788,-71.398,2023-01-24,34,985,0.75,0.16666666666666666,JetBlue Airways,MEM,10.16125890625,1.6,6.666666666666667,1.0,0.0,1.0,1.3333333333333333,0.6,7.503531481481481,0.0,1.2,,True,,985,6,788.64,3,4,2.0,9.0,Medium,4731.84,Med,General - Moderate Traveler,🤝 Small Partner Discount
549154,8,21.5,3,5,0,5,0.15,0.15,366.05,125.4,5.2,3,1975-05-17,M,True,True,canada,toronto,YKZ,43.862,-79.37,2023-01-24,50,985,1.0,0.0,American Airlines,DET,2.6375,1.1428571428571428,2.6666666666666665,1.0,0.3333333333333333,1.0,1.2,1.0,7.484775243055555,0.375,1.6,,True,True,985,8,1018.1300000000001,3,5,3.0,11.0,Medium,8145.040000000001,High,Loyal Medium,🏨✈️ 1 Night Free Hotel with Flight Booking
549190,8,17.625,1,1,1,3,,,234.96,123.0,6.0,1,2006-11-16,F,False,False,canada,montreal,YMX,45.68,-74.039,2023-01-24,18,985,0.25,0.5,easyJet,STN,6.328190852083333,1.3333333333333333,11.0,1.0,1.0,2.0,1.0,0.3333333333333333,4.727777777777778,0.0,0.6666666666666666,True,,,985,2,972.96,3,1,3.0,7.0,Low,1945.92,Low,General - Casual,📰 Newsletter + 10% First Booking Coupon
549202,8,20.625,3,5,0,5,,0.1,359.1333333333333,195.2,4.6,3,1966-04-01,F,False,False,usa,jacksonville,NZC,30.219,-81.876,2023-01-24,59,985,1.0,0.0,American Airlines,JFK,2.5375,1.1428571428571428,2.3333333333333335,1.0,0.3333333333333333,1.0,1.0,1.0,9.640297708333334,0.125,1.6,,True,,985,8,1257.0533333333333,3,5,4.0,12.0,Medium,10056.426666666666,High,Loyal Medium,🏨✈️ 1 Night Free Hotel with Flight Booking
549235,9,14.11111111111111,0,2,0,2,0.3,0.2,,227.0,7.5,0,1983-05-24,F,True,True,usa,los angeles,LAX,33.942,-118.408,2023-01-24,42,985,0.2222222222222222,0.0,,,1.7574074074074073,1.5,,,,,1.5,1.0,5.718055555555556,0.5,1.0,,,True,985,2,1702.5,3,1,5.0,9.0,Medium,3405.0,Med,Discount Hunter,💸 Special Discount Codes & Flash Deals
549251,8,17.75,2,1,0,2,,,688.78,164.0,3.0,2,1993-08-14,F,False,True,usa,los angeles,LAX,33.942,-118.408,2023-01-24,32,985,0.375,0.0,Air Canada,PHL,2.1958333333333333,1.6,7.0,1.0,0.0,1.0,1.0,0.5,9.846947395833332,0.0,1.5,,True,True,985,3,1180.78,3,2,4.0,9.0,Medium,3542.34,Med,General - Moderate Traveler,🤝 Small Partner Discount
549274,8,19.125,1,1,0,1,0.075,0.1,75.22,81.0,-1.0,1,1973-09-15,F,False,False,usa,st. louis,STL,38.748,-90.36,2023-01-24,52,985,0.25,0.0,American Airlines,LOU,2.35625,1.6,2.0,1.0,1.0,1.0,1.0,1.0,6.599969618055556,0.0,2.0,,,,985,2,-5.780000000000001,3,1,1.0,5.0,Low,-11.560000000000002,Low,General - Casual,📰 Newsletter + 10% First Booking Coupon
549281,8,22.125,5,5,0,5,0.08333333333333333,0.1,441.008,157.0,6.4,4,1996-09-14,F,False,True,usa,new york,JFK,40.64,-73.779,2023-01-24,29,985,1.25,0.0,Delta Air Lines,BOS,2.725,1.1428571428571428,7.6,1.0,0.6,1.0,1.0,1.0,9.316860763888888,0.3,2.0,,True,True,985,10,1445.808,3,5,4.0,12.0,Medium,14458.08,High,Loyal Medium,🏨✈️ 1 Night Free Hotel with Flight Booking
549290,8,7.375,0,1,0,1,,0.1,,162.0,11.0,0,2005-06-13,M,False,False,usa,norfolk,ORF,36.894,-76.201,2023-01-24,20,985,0.125,0.0,,,0.9083333333333333,1.1428571428571428,,,,,1.0,1.0,11.716666666666667,0.0,1.0,,,,985,1,1782.0,3,1,5.0,9.0,Medium,1782.0,Low,Casual / Inactive,📧 Welcome Back Discount Email
549292,8,17.75,3,3,0,3,0.15,0.2,557.06,257.3333333333333,2.0,2,1978-02-19,F,False,True,canada,edmonton,YED,53.667,-113.467,2023-01-24,47,985,0.75,0.0,Alaska Airlines,FTW,2.1958333333333333,1.1428571428571428,3.0,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.0,8.500183275462962,0.0,2.0,,True,True,985,6,1071.7266666666665,3,4,4.0,11.0,Medium,6430.359999999999,High,Loyal Medium,🏨✈️ 1 Night Free Hotel with Flight Booking
549293,8,9.125,0,0,0,0,0.1,0.05,,,,0,1978-12-09,F,True,True,usa,cleveland,CLE,41.412,-81.85,2023-01-24,46,985,0.0,,,,1.13125,2.0,,,,,,,,,,,,True,985,0,,3,1,,4.0,,,,General Traveler,💌 Generic Travel Promo Code
549303,8,20.125,3,3,0,3,0.15,0.15,275.5933333333333,195.33333333333334,1.6666666666666667,3,1987-03-17,F,False,False,usa,nashville,BNA,36.124,-86.678,2023-01-24,38,985,0.75,0.0,American Airlines,YKZ,2.4854166666666666,1.6,4.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.0,6.194072511574074,0.16666666666666666,2.0,,True,,985,6,601.1488888888889,3,4,1.0,8.0,Low,3606.8933333333334,Med,Loyal Low,✈️ Free Flight Upgrade
549313,8,12.125,2,2,0,2,0.05,,163.7,167.0,1.5,1,1979-05-23,F,False,True,usa,corpus christi,CRP,27.77,-97.501,2023-01-24,46,985,0.5,0.0,American Airlines,LUF,1.5125,1.1428571428571428,2.5,1.0,0.0,1.0,1.0,1.0,8.00440078125,0.0,2.0,,True,True,985,4,414.2,3,2,1.0,6.0,Low,1656.8,Low,Business Flyer,🧳 Free Checked Bag + Flexible Booking
549320,8,16.75,0,2,0,2,0.15,0.05,,177.0,4.5,0,2006-08-13,F,False,True,usa,long beach,LGB,33.818,-118.151,2023-01-24,19,985,0.25,0.0,,,2.0770833333333334,1.1428571428571428,,,,,1.0,1.0,8.812847222222222,0.0,1.0,,,True,985,2,796.5,3,1,2.0,6.0,Low,1593.0,Low,General - Casual,📰 Newsletter + 10% First Booking Coupon
549357,9,8.555555555555555,2,1,0,2,0.2,0.075,314.83,138.0,5.0,2,1978-01-03,F,False,False,usa,new orleans,MSY,29.993,-90.258,2023-01-24,47,985,0.3333333333333333,0.0,Allegiant Air,FAT,1.0666666666666667,1.8,7.5,1.0,1.0,1.0,1.0,0.5,12.31379375,0.6666666666666666,1.5,,True,,985,3,1004.8299999999999,3,2,3.0,8.0,Low,3014.49,Low,General - Casual,📰 Newsletter + 10% First Booking Coupon
549359,8,17.0,3,3,0,3,0.15,0.2,382.7733333333333,353.0,2.3333333333333335,3,1987-10-28,F,False,True,usa,colorado springs,COS,38.806,-104.7,2023-01-24,37,985,0.75,0.0,Alaska Airlines,PNE,2.09375,1.1428571428571428,4.0,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,7.275831655092593,0.0,2.0,,True,True,985,6,1206.44,3,4,4.0,11.0,Medium,7238.64,High,Loyal Medium,🏨✈️ 1 Night Free Hotel with Flight Booking
549361,8,21.0,4,4,0,4,0.15,0.1,320.035,131.0,3.5,2,1972-05-03,F,True,True,usa,new york,JFK,40.64,-73.779,2023-01-24,53,985,1.0,0.0,American Airlines,DCA,2.622916666666667,1.3333333333333333,5.25,1.0,1.0,1.25,1.25,1.0,7.826008897569444,0.25,2.0,,True,True,985,8,778.5350000000001,3,5,2.0,10.0,Medium,6228.280000000001,Med,Loyal Low,✈️ Free Flight Upgrade
549366,8,6.75,0,0,0,0,0.175,0.05,,,,0,1975-11-10,M,True,True,usa,new york,JFK,40.64,-73.779,2023-01-24,49,985,0.0,,,,0.8416666666666667,1.6,,,,,,,,,,,,True,985,0,,3,1,,4.0,,,,General Traveler,💌 Generic Travel Promo Code
549367,8,15.625,3,4,0,4,0.1,,327.5133333333333,186.5,3.75,2,1982-05-15,F,True,True,usa,new york,LGA,40.777,-73.872,2023-01-24,43,985,0.875,0.0,Delta Air Lines,CMH,1.9479166666666667,1.6,4.666666666666667,1.0,0.3333333333333333,1.6666666666666667,1.5,1.0,7.512010980902778,0.14285714285714285,1.75,,True,True,985,7,1026.8883333333333,3,4,3.0,10.0,Medium,7188.218333333333,High,Loyal Medium,🏨✈️ 1 Night Free Hotel with Flight Booking
549377,8,21.875,2,3,1,5,0.15,0.05,127.365,129.66666666666666,4.0,1,1980-02-04,F,True,False,usa,nashville,BNA,36.124,-86.678,2023-01-24,45,985,0.625,0.2,United Airlines,NCA,3.8,1.3333333333333333,3.5,1.0,1.5,1.0,1.3333333333333333,0.6,4.59391863425926,0.4,1.0,,True,True,985,5,646.0316666666666,3,3,2.0,8.0,Low,3230.1583333333333,Low,Last-Minute Spontaneous Booker,⏱️ No Cancellation Fees
549389,8,20.625,0,2,0,2,0.3,0.05,,364.5,6.5,0,2005-09-25,F,False,True,usa,phoenix,LUF,33.535,-112.383,2023-01-24,20,985,0.25,0.0,,,2.5541666666666667,1.1428571428571428,,,,,1.0,1.0,4.621527777777778,0.5,1.0,,,True,985,2,2369.25,3,1,5.0,9.0,Medium,4738.5,Med,Discount Hunter,💸 Special Discount Codes & Flash Deals
549390,8,13.125,0,3,0,3,0.11666666666666667,0.1,,84.0,10.333333333333334,0,1998-09-14,F,False,True,usa,spokane,SKA,47.615,-117.656,2023-01-24,27,985,0.375,0.0,,,1.625,1.1428571428571428,,,,,1.6666666666666667,1.0,14.28912037037037,0.3333333333333333,1.0,,True,True,985,3,868.0,3,2,3.0,8.0,Low,2604.0,Low,General - Casual,📰 Newsletter + 10% First Booking Coupon
549450,8,34.75,1,0,1,2,,0.125,14280.38,,,1,1979-09-07,F,True,True,usa,richmond,RIC,37.505,-77.319,2023-01-24,46,985,0.125,1.0,All Nippon Airways,SZX,13.203552489583334,1.3333333333333333,12.0,1.0,5.0,6.0,,0.0,,0.0,0.5,True,,True,985,1,14280.38,3,1,5.0,9.0,Medium,14280.38,High,General - Potential Loyal,📈 Early Loyalty Access Offer
549466,8,23.375,3,2,0,3,0.2,,126.96666666666667,286.5,0.0,2,1976-04-22,F,True,False,usa,philadelphia,PNE,40.082,-75.011,2023-01-24,49,985,0.625,0.0,Ryanair,YKZ,2.8833333333333333,2.0,2.6666666666666665,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,6.03956640625,0.0,1.6666666666666667,,True,True,985,5,126.96666666666667,3,3,1.0,7.0,Low,634.8333333333334,Low,Loyal Low,✈️ Free Flight Upgrade
549472,8,25.5,1,1,0,1,0.2,,104.51,160.0,0.0,1,2000-11-07,F,False,False,canada,hamilton,YHM,43.173,-79.935,2023-01-24,24,985,0.25,0.0,American Airlines,PHL,3.1666666666666665,1.3333333333333333,1.0,1.0,0.0,1.0,1.0,1.0,11.731387326388889,0.0,2.0,,,,985,2,104.51,3,1,1.0,5.0,Low,209.02,Low,Business Flyer,🧳 Free Checked Bag + Flexible Booking
549482,8,16.625,5,5,0,5,,0.125,373.586,193.0,3.2,5,1981-09-11,F,False,False,canada,vancouver,YVR,49.195,-123.182,2023-01-24,44,985,1.25,0.0,Allegiant Air,DEN,2.0729166666666665,1.1428571428571428,4.4,1.0,1.0,1.0,1.0,1.0,7.684199861111111,0.2,2.0,,True,,985,10,991.186,3,5,3.0,11.0,Medium,9911.86,High,Loyal Medium,🏨✈️ 1 Night Free Hotel with Flight Booking
549515,8,16.0,4,4,0,5,0.075,0.175,516.8625,156.0,2.25,3,1980-07-06,F,False,True,canada,ottawa,YOW,45.323,-75.669,2023-01-24,45,985,1.0,0.0,United Airlines,CMH,1.9708333333333334,1.6,3.0,1.0,0.5,1.25,1.25,0.8,6.672568923611111,0.375,1.6,,True,True,985,8,867.8625,3,5,3.0,11.0,Medium,6942.9,High,Loyal Medium,🏨✈️ 1 Night Free Hotel with Flight Booking
549569,8,12.25,3,2,0,3,0.08333333333333333,0.05,424.28333333333336,197.0,2.5,2,1975-09-22,F,True,False,usa,minneapolis,MSP,44.88,-93.217,2023-01-24,50,985,0.625,0.0,United Airlines,BOS,1.5104166666666667,1.6,8.666666666666666,1.0,0.6666666666666666,1.3333333333333333,1.0,0.6666666666666666,6.931371527777777,0.4,1.6666666666666667,,True,True,985,5,916.7833333333333,3,3,3.0,9.0,Medium,4583.916666666666,Med,Loyal Low,✈️ Free Flight Upgrade
549572,8,18.625,4,4,0,4,,0.1,255.2275,169.0,2.75,4,1969-07-05,F,False,True,usa,new york,LGA,40.777,-73.872,2023-01-24,56,985,1.0,0.0,Air Canada,CMH,2.3270833333333334,1.6,4.25,1.0,0.5,1.5,1.5,1.0,6.873826909722222,0.125,2.0,,True,True,985,8,719.9775,3,5,2.0,10.0,Medium,5759.82,Med,Loyal Low,✈️ Free Flight Upgrade
549579,8,9.5,1,1,0,1,0.15,0.05,183.7,116.0,2.0,1,1981-04-20,F,False,False,usa,st. louis,STL,38.748,-90.36,2023-01-24,44,985,0.25,0.0,Ryanair,YZD,1.1770833333333333,1.6,4.0,1.0,0.0,1.0,1.0,1.0,9.136031423611112,0.0,2.0,,,,985,2,415.7,3,1,1.0,5.0,Low,831.4,Low,General - Casual,📰 Newsletter + 10% First Booking Coupon
549580,8,19.875,6,6,0,6,0.1,0.1,329.70666666666665,181.16666666666666,2.5,4,1977-03-26,F,True,False,usa,dallas,DAL,32.847,-96.852,2023-01-24,48,985,1.5,0.0,American Airlines,CMH,2.475,1.3333333333333333,3.8333333333333335,1.0,0.16666666666666666,1.1666666666666667,1.1666666666666667,1.0,10.273091261574073,0.08333333333333333,2.0,,True,True,985,12,782.6233333333332,3,5,2.0,10.0,Medium,9391.48,High,Loyal Medium,🏨✈️ 1 Night Free Hotel with Flight Booking
549584,8,20.125,2,2,0,2,0.125,,1006.78,65.5,6.0,2,1980-07-11,F,True,False,usa,san francisco,SFO,37.619,-122.375,2023-01-24,45,985,0.5,0.0,Delta Air Lines,BNA,2.4916666666666667,1.6,7.0,1.0,1.5,1.5,1.5,1.0,6.8672359375,0.0,2.0,,True,True,985,4,1399.78,3,2,4.0,9.0,Medium,5599.12,Med,General - Moderate Traveler,🤝 Small Partner Discount
549608,9,14.777777777777779,0,0,0,0,,0.075,,,,0,1965-04-27,F,True,True,usa,columbus,LCK,39.814,-82.928,2023-01-24,60,985,0.0,,,,1.8314814814814815,1.5,,,,,,,,,,,,True,985,0,,3,1,,4.0,,,,General Traveler,💌 Generic Travel Promo Code
549611,9,16.555555555555557,6,6,0,6,0.1,0.05,463.6766666666667,116.0,2.1666666666666665,4,1976-05-25,F,False,False,usa,new york,JFK,40.64,-73.779,2023-01-24,49,985,1.3333333333333333,0.0,Delta Air Lines,AUS,2.0555555555555554,1.8,3.3333333333333335,1.0,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,6.614795891203704,0.08333333333333333,2.0,,True,,985,12,715.01,3,5,2.0,10.0,Medium,8580.119999999999,High,Loyal Medium,🏨✈️ 1 Night Free Hotel with Flight Booking
549623,8,16.0,4,4,0,4,0.175,0.2,292.97,203.25,1.25,3,1985-06-16,M,False,True,usa,louisville,LOU,38.228,-85.664,2023-01-24,40,985,1.0,0.0,Ryanair,IAH,2.004166666666667,1.3333333333333333,2.75,1.0,0.25,1.5,1.5,1.0,6.844414930555556,0.125,2.0,,True,True,985,8,547.0325,3,5,1.0,9.0,Medium,4376.26,Med,Loyal Low,✈️ Free Flight Upgrade
549631,9,26.88888888888889,4,4,0,4,0.125,0.05,414.45,196.25,4.25,4,1974-05-20,F,True,True,usa,las vegas,LAS,36.08,-115.152,2023-01-24,51,985,0.8888888888888888,0.0,Delta Air Lines,DAL,3.3425925925925926,2.25,4.666666666666667,0.75,0.75,1.0,1.0,1.0,6.251229947916666,0.125,2.0,,True,True,985,8,1248.5125,3,5,4.0,12.0,Medium,9988.1,High,Loyal Medium,🏨✈️ 1 Night Free Hotel with Flight Booking
