user,total_sessions,avg_click_per_sesssion,flights_booked_success,hotels_booked_success,cancellations_count,trip_touched,avg_flight_discount_amount,avg_hotel_discount_amount,avg_flight_base_fare_usd,avg_hotel_price_per_room_night_usd,avg_hotel_night,distinct_airlines_used,birthdate,gender,is_married,has_children,home_country,home_city,home_airport,home_airport_lat,home_airport_lon,sign_up_date,age_years,tenure_days,conversion_rate_per_session,cancellation_rate_on_bookings,preferred_airline,preferred_destination,avg_session_duration_min,sessions_per_month,avg_trip_length_days,return_flight_ratio,avg_checked_bags,avg_seats,avg_rooms_per_booking,hotel_booking_ratio,avg_checkin_gap_days,promo_responsiveness,loyalty_index,is_high_canceller,is_multi_booker,is_family_traveler
533755,8,39.625,1,1,1,2,0.1,0.1,4496.72,113.0,13.0,1,2003-04-02,F,False,False,canada,toronto,YTZ,43.627,-79.396,2023-01-16,22,993,0.25,0.5,South African Airways,CPT,16.802083333333332,1.3333333333333333,14.0,1.0,1.0,2.0,1.0,0.5,225.16237604166668,0.5,1.0,True,,
533759,8,11.125,2,3,0,3,,,232.985,204.33333333333334,9.666666666666666,2,1978-08-03,F,True,True,usa,louisville,LOU,38.228,-85.664,2023-01-16,47,993,0.625,0.0,Delta Air Lines,JFK,1.3916666666666666,1.1428571428571428,7.0,1.0,0.5,1.0,1.0,1.0,14.500894155092592,0.0,1.6666666666666667,,True,True
533773,8,16.875,3,3,0,4,0.3,,480.68,213.33333333333334,6.0,3,1993-09-03,F,False,False,canada,calgary,YYC,51.114,-114.02,2023-01-16,32,993,0.75,0.0,AeroMéxico,MDW,2.0791666666666666,1.1428571428571428,5.5,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.75,10.556786747685186,0.16666666666666666,1.5,,True,
533782,8,12.75,2,3,0,3,0.25,,924.12,139.33333333333334,4.333333333333333,2,1970-10-10,F,True,False,usa,honolulu,HNL,21.316,-157.927,2023-01-16,54,993,0.625,0.0,Delta Air Lines,LSQ,1.575,2.0,5.5,1.0,1.0,1.0,1.0,1.0,9.433159143518518,0.0,1.6666666666666667,,True,True
533809,10,12.6,2,2,0,2,0.1,0.1,489.625,113.5,2.0,2,1985-11-06,F,True,True,usa,milwaukee,MKE,42.947,-87.896,2023-01-16,39,993,0.4,0.0,Air France,JFK,1.5716666666666668,1.4285714285714286,3.5,1.0,0.5,1.5,1.5,1.0,4.836212326388889,0.0,2.0,,True,True
533827,8,20.375,0,1,0,1,0.1,0.1,,64.0,8.0,0,1975-01-19,F,False,False,canada,edmonton,YXD,53.573,-113.521,2023-01-16,50,993,0.125,0.0,,,2.529166666666667,1.3333333333333333,,,,,1.0,1.0,3.754166666666667,0.0,1.0,,,
533846,8,15.25,2,2,0,3,,0.05,334.665,154.5,3.5,2,1989-04-24,F,True,False,usa,chicago,UGN,42.422,-87.868,2023-01-16,36,993,0.5,0.0,American Airlines,SEA,1.8770833333333334,2.0,1.5,1.0,1.0,1.0,1.0,0.6666666666666666,6.130677170138889,0.0,1.3333333333333333,,True,True
533859,8,17.375,4,4,0,4,0.15,,604.125,131.0,4.5,4,1967-01-05,F,True,False,canada,edmonton,YED,53.667,-113.467,2023-01-16,58,993,1.0,0.0,Air France,BIF,2.152083333333333,1.3333333333333333,5.75,1.0,0.5,1.25,1.25,1.0,8.18137912326389,0.125,2.0,,True,True
533895,8,17.875,2,1,0,2,0.15,0.125,259.47,238.0,1.0,2,1992-05-05,F,False,False,usa,houston,IAH,29.98,-95.34,2023-01-16,33,993,0.375,0.0,American Airlines,JFK,2.21875,2.0,3.0,1.0,0.0,1.0,1.0,0.5,5.9707333333333334,0.0,1.5,,True,
533908,9,9.666666666666666,1,1,0,1,0.125,0.05,263.68,149.0,3.0,1,1997-10-09,F,False,False,usa,austin,AUS,30.194,-97.67,2023-01-16,27,993,0.2222222222222222,0.0,Southwest Airlines,MDW,1.211111111111111,3.0,4.0,1.0,0.0,1.0,1.0,1.0,5.094717361111111,0.0,2.0,,,
533932,8,39.125,2,2,1,4,0.075,0.08333333333333333,2286.745,82.0,5.5,2,1990-01-10,F,True,True,usa,corpus christi,CRP,27.77,-97.501,2023-01-16,35,993,0.5,0.25,American Airlines,LIS,16.741666666666667,2.0,11.0,1.0,2.0,2.0,1.5,0.5,8.889449392361112,0.5,1.0,,True,True
533975,8,14.625,0,3,0,3,0.1,0.075,,272.0,5.0,0,1986-10-22,F,False,True,usa,sacramento,SAC,38.513,-121.493,2023-01-16,38,993,0.375,0.0,,,1.8125,1.3333333333333333,,,,,1.0,1.0,8.865972222222222,0.6666666666666666,1.0,,True,True
533985,8,13.625,2,1,0,2,0.11666666666666667,,636.455,197.0,4.0,2,1991-02-07,F,False,False,usa,los angeles,LAX,33.942,-118.408,2023-01-16,34,993,0.375,0.0,Great Lakes Airlines,BNA,1.7020833333333334,1.1428571428571428,3.0,1.0,1.0,1.5,2.0,0.5,10.85033125,0.0,1.5,,True,
533990,8,15.875,4,4,0,5,0.1,0.05,354.66,124.25,4.75,3,1974-05-13,F,False,True,canada,windsor,YQG,42.276,-82.956,2023-01-16,51,993,1.0,0.0,Delta Air Lines,DMA,1.9729166666666667,1.1428571428571428,8.25,1.0,0.25,1.25,1.25,0.8,5.9236304253472225,0.25,1.6,,True,True
534040,8,13.25,1,2,0,2,,0.1,249.08,201.0,11.0,1,1969-03-06,F,True,True,usa,chicago,ORD,41.979,-87.904,2023-01-16,56,993,0.375,0.0,American Airlines,NCA,1.63125,1.3333333333333333,4.0,1.0,0.0,1.0,2.0,1.0,4.440775347222222,0.0,1.5,,True,True
534045,8,9.5,2,1,0,2,0.05,,484.135,127.0,2.0,2,1981-07-13,F,True,False,usa,newport news,PHF,37.132,-76.493,2023-01-16,44,993,0.375,0.0,Delta Air Lines,SFO,1.1770833333333333,1.3333333333333333,3.0,1.0,0.5,1.5,2.0,0.5,9.09861545138889,0.0,1.5,,True,True
534066,8,20.5,5,4,0,5,0.15,0.1,319.392,93.5,2.0,5,1981-05-21,F,True,True,usa,new york,JFK,40.64,-73.779,2023-01-16,44,993,1.125,0.0,Air Canada,BIF,2.55,1.3333333333333333,3.6,1.0,0.4,1.0,1.0,0.8,10.144052994791666,0.2222222222222222,1.8,,True,True
534082,8,6.0,0,0,0,0,,0.1,,,,0,1963-01-20,F,True,True,usa,nashville,BNA,36.124,-86.678,2023-01-16,62,993,0.0,,,,0.7458333333333333,1.1428571428571428,,,,,,,,,,,,True
534088,8,17.625,2,2,0,3,0.075,0.15,235.195,249.5,3.5,2,1996-11-11,M,False,True,usa,kansas city,MCI,39.297,-94.714,2023-01-16,28,993,0.5,0.0,JetBlue Airways,JFK,2.2,1.1428571428571428,3.5,1.0,0.5,1.0,1.0,0.6666666666666666,4.533937586805556,0.25,1.3333333333333333,,True,True
534105,8,20.5,6,5,0,6,0.15,0.1,448.91,98.2,5.6,4,1972-11-12,F,False,False,usa,tucson,TUS,32.116,-110.941,2023-01-16,52,993,1.375,0.0,United Airlines,IAD,2.5208333333333335,1.3333333333333333,6.5,1.0,0.3333333333333333,1.1666666666666667,1.2,0.8333333333333334,10.25085357638889,0.18181818181818182,1.8333333333333333,,True,
534179,8,18.25,3,4,0,4,0.2,0.2,352.1,141.5,3.75,2,1983-08-08,F,True,False,usa,san francisco,SFO,37.619,-122.375,2023-01-16,42,993,0.875,0.0,Delta Air Lines,RND,2.25625,1.6,4.666666666666667,1.0,0.6666666666666666,1.0,1.0,1.0,7.710654600694444,0.2857142857142857,1.75,,True,True
534190,8,22.25,1,2,0,2,0.175,0.05,136.34,151.0,6.0,1,1985-06-23,M,True,True,canada,windsor,YQG,42.276,-82.956,2023-01-16,40,993,0.375,0.0,American Airlines,PHL,2.75,1.3333333333333333,5.0,1.0,0.0,1.0,1.0,1.0,7.242520138888889,0.0,1.5,,True,True
534246,8,12.125,1,2,0,2,0.15,0.075,49.97,159.5,6.0,1,1985-11-15,F,True,False,usa,houston,HOU,29.645,-95.279,2023-01-16,39,993,0.375,0.0,Ryanair,SKF,1.5020833333333332,1.3333333333333333,3.0,1.0,0.0,1.0,1.0,1.0,6.757908940972222,0.0,1.5,,True,True
534254,9,12.222222222222221,1,1,0,1,0.075,0.15,573.05,186.0,3.0,1,2000-10-23,F,False,False,canada,calgary,YYC,51.114,-114.02,2023-01-16,24,993,0.2222222222222222,0.0,Southwest Airlines,BOS,1.511111111111111,1.5,4.0,1.0,0.0,1.0,1.0,1.0,5.819050520833334,0.5,2.0,,,
534295,9,12.444444444444445,3,3,0,3,0.1125,,1369.0166666666667,83.66666666666667,5.0,3,1975-08-24,F,False,False,usa,new york,JFK,40.64,-73.779,2023-01-16,50,993,0.6666666666666666,0.0,American Airlines,NZY,1.5592592592592593,1.2857142857142858,7.0,1.0,0.6666666666666666,2.0,2.0,1.0,10.147308854166667,0.16666666666666666,2.0,,True,
534333,9,15.444444444444445,2,2,0,2,0.175,,477.25,108.5,2.5,2,1974-06-18,F,False,True,usa,houston,IAH,29.98,-95.34,2023-01-16,51,993,0.4444444444444444,0.0,Air China,LAS,1.9074074074074074,1.5,4.0,1.0,0.0,1.5,1.5,1.0,6.320183159722222,0.0,2.0,,True,True
534351,9,19.666666666666668,7,7,0,7,0.05,0.1,416.98,208.71428571428572,8.0,5,1982-08-28,F,False,False,usa,houston,IAH,29.98,-95.34,2023-01-16,43,993,1.5555555555555556,0.0,American Airlines,YYC,2.422222222222222,1.2857142857142858,9.571428571428571,1.0,0.7142857142857143,1.0,1.0,1.0,8.959481498015872,0.14285714285714285,2.0,,True,
534360,8,24.375,5,4,0,5,0.1,0.25,423.052,166.25,2.5,3,1981-10-14,F,False,True,canada,montreal,YUL,45.468,-73.741,2023-01-16,43,993,1.125,0.0,American Airlines,IND,3.027083333333333,1.3333333333333333,5.4,1.0,0.2,1.2,1.0,0.8,8.44297421875,0.2222222222222222,1.8,,True,True
534378,8,8.25,1,1,0,1,0.1,,730.57,83.0,1.0,1,1964-01-25,F,True,True,usa,los angeles,LAX,33.942,-118.408,2023-01-16,61,993,0.25,0.0,American Airlines,LGA,1.0229166666666667,1.6,2.0,1.0,1.0,1.0,1.0,1.0,9.725740104166666,0.0,2.0,,,True
534380,8,19.375,3,3,0,3,0.125,0.1,1142.3033333333333,132.66666666666666,5.0,3,1986-09-04,M,False,True,canada,saskatoon,YXE,52.171,-106.7,2023-01-16,39,993,0.75,0.0,American Airlines,LGA,2.4,1.6,7.0,1.0,0.3333333333333333,1.3333333333333333,1.0,1.0,80.72717581018519,0.3333333333333333,2.0,,True,True
534391,8,13.125,3,3,0,3,0.15,0.1,360.8566666666667,163.0,3.6666666666666665,3,1974-08-21,F,True,False,canada,victoria,YYJ,48.647,-123.426,2023-01-16,51,993,0.75,0.0,American Airlines,BIF,1.6354166666666667,1.3333333333333333,5.0,1.0,0.6666666666666666,1.0,1.0,1.0,9.714212442129629,0.3333333333333333,2.0,,True,True
534445,8,41.25,3,2,1,4,0.1,,727.8466666666667,108.0,0.5,2,1980-02-28,F,True,False,usa,jacksonville,NZC,30.219,-81.876,2023-01-16,45,993,0.625,0.2,United Airlines,YQB,16.67014190625,1.3333333333333333,2.0,1.0,0.0,1.3333333333333333,1.5,0.5,8.9916921875,0.0,1.25,,True,True
534474,9,15.222222222222221,4,3,0,4,,0.1,552.5425,100.66666666666667,12.0,3,1979-10-09,M,False,False,usa,stockton,SCK,37.894,-121.239,2023-01-16,45,993,0.7777777777777778,0.0,American Airlines,BIF,1.8981481481481481,1.5,10.25,1.0,0.75,1.0,1.0,0.75,8.692279108796296,0.0,1.75,,True,
534499,8,13.875,0,1,0,1,0.35,0.2,,68.0,2.0,0,1992-05-14,F,True,True,usa,madison,MSN,43.14,-89.337,2023-01-16,33,993,0.125,0.0,,,1.7166666666666666,1.6,,,,,1.0,1.0,2.9770833333333333,0.0,1.0,,,True
534564,9,10.333333333333334,1,1,0,1,0.075,0.05,326.33,176.0,1.0,1,1974-02-10,F,True,False,usa,miami,MIA,25.793,-80.291,2023-01-16,51,993,0.2222222222222222,0.0,Allegiant Air,ORD,1.2925925925925925,2.25,2.0,1.0,0.0,1.0,1.0,1.0,3.9846546875,0.0,2.0,,,True
534586,8,14.0,0,0,0,0,0.1,0.15,,,,0,1986-01-10,F,False,True,canada,quebec,YQB,46.788,-71.398,2023-01-16,39,993,0.0,,,,1.73125,1.3333333333333333,,,,,,,,,,,,True
534594,8,9.25,1,2,0,2,0.1,,147.43,222.5,15.5,1,1980-01-15,F,True,False,canada,windsor,YQG,42.276,-82.956,2023-01-16,45,993,0.375,0.0,United Airlines,YMX,1.1354166666666667,1.1428571428571428,6.0,1.0,0.0,1.0,2.0,1.0,4.2299728298611114,0.0,1.5,,True,True
534604,8,11.875,1,0,0,1,,0.1,1100.77,,,1,1997-10-01,F,False,False,canada,vancouver,YVR,49.195,-123.182,2023-01-16,28,993,0.125,0.0,United Airlines,UGN,1.4708333333333334,1.6,13.0,1.0,2.0,2.0,,0.0,,0.0,1.0,,,
534607,9,16.666666666666668,4,3,0,4,0.15,0.05,327.2875,180.33333333333334,2.0,4,1988-12-27,F,False,False,usa,milwaukee,MKE,42.947,-87.896,2023-01-16,36,993,0.7777777777777778,0.0,AirTran Airways,BWI,2.0444444444444443,1.5,2.25,1.0,2.0,1.25,1.3333333333333333,0.75,7.7860555555555555,0.0,1.75,,True,
534608,9,16.666666666666668,4,4,0,4,0.11666666666666667,0.1,378.01,117.5,1.75,3,1987-03-20,F,True,False,usa,baton rouge,BTR,30.533,-91.149,2023-01-16,38,993,0.8888888888888888,0.0,American Airlines,JFK,2.0685185185185184,1.5,3.0,1.0,0.75,1.0,1.0,1.0,10.269482421875,0.25,2.0,,True,True
534661,8,13.75,0,1,0,1,,0.25,,198.0,7.0,0,2005-07-21,F,False,True,usa,austin,AUS,30.194,-97.67,2023-01-16,20,993,0.125,0.0,,,1.7104166666666667,1.6,,,,,1.0,1.0,13.965277777777779,1.0,1.0,,,True
534688,8,15.875,4,5,0,5,0.25,0.1,170.6925,158.2,3.8,4,1986-09-02,F,False,True,usa,louisville,LOU,38.228,-85.664,2023-01-16,39,993,1.125,0.0,Alaska Airlines,DEN,1.975,1.1428571428571428,4.25,1.0,1.0,1.25,1.2,1.0,6.684465555555556,0.2222222222222222,1.8,,True,True
534697,9,20.555555555555557,1,2,0,2,0.2,,355.15,86.0,4.5,1,1974-10-07,F,True,False,usa,omaha,OMA,41.302,-95.894,2023-01-16,50,993,0.3333333333333333,0.0,American Airlines,NZY,2.55,1.5,2.0,1.0,0.0,1.0,1.5,1.0,5.313023871527778,0.3333333333333333,1.5,,True,True
534703,8,21.875,2,2,1,3,0.2,0.15,406.35,214.5,2.5,2,1990-04-02,F,False,False,usa,tampa,TPA,27.975,-82.533,2023-01-16,35,993,0.5,0.25,Air Canada,YTZ,3.86648805625,1.1428571428571428,4.5,1.0,0.0,1.0,1.0,0.6666666666666666,7.790299826388889,0.5,1.3333333333333333,,True,
534742,8,13.875,1,2,0,2,0.2,0.2,354.66,117.5,2.5,1,1953-07-24,F,False,False,usa,dallas,DAL,32.847,-96.852,2023-01-16,72,993,0.375,0.0,Alaska Airlines,LAX,1.7041666666666666,1.1428571428571428,2.0,1.0,0.0,1.0,1.0,1.0,13.042740104166667,0.0,1.5,,True,
534747,9,18.333333333333332,3,4,0,4,0.1625,,388.25666666666666,85.0,2.0,3,1987-03-08,F,False,False,usa,san jose,SJC,37.362,-121.929,2023-01-16,38,993,0.7777777777777778,0.0,Delta Air Lines,DAL,2.2814814814814817,1.2857142857142858,3.0,1.0,0.3333333333333333,1.0,1.25,1.0,6.751765711805556,0.14285714285714285,1.75,,True,
534782,8,12.25,2,4,0,4,0.125,,306.105,301.25,5.5,2,1997-12-23,F,False,False,usa,kansas city,MCI,39.297,-94.714,2023-01-16,27,993,0.75,0.0,JetBlue Airways,BOS,1.49375,1.1428571428571428,3.5,1.0,1.0,1.0,1.0,1.0,6.3491465711805555,0.0,1.5,,True,
534793,8,10.25,1,1,0,1,,0.05,549.37,163.0,1.0,1,2006-09-13,F,False,True,canada,edmonton,YEG,53.31,-113.58,2023-01-16,19,993,0.25,0.0,JetBlue Airways,JFK,1.2833333333333334,1.1428571428571428,2.0,1.0,0.0,1.0,1.0,1.0,5.463745138888889,0.0,2.0,,,True
534798,8,16.5,3,3,0,3,0.15,0.1,273.8666666666667,98.0,1.0,3,1995-08-19,F,False,False,usa,lubbock,LBB,33.664,-101.823,2023-01-16,30,993,0.75,0.0,American Airlines,FAT,2.04375,1.3333333333333333,2.3333333333333335,1.0,0.0,1.0,1.0,1.0,8.207161516203703,0.3333333333333333,2.0,,True,
534825,8,15.0,1,0,0,1,0.1,0.125,97.51,,,1,1995-05-02,F,False,True,canada,toronto,YKZ,43.862,-79.37,2023-01-16,30,993,0.125,0.0,Delta Air Lines,JFK,1.8520833333333333,1.3333333333333333,3.0,1.0,0.0,1.0,,0.0,,0.0,1.0,,,True
534840,9,17.77777777777778,4,3,0,4,0.175,0.1,250.39,191.66666666666666,1.6666666666666667,3,1978-05-27,F,False,False,usa,indianapolis,IND,39.717,-86.294,2023-01-16,47,993,0.7777777777777778,0.0,AirTran Airways,JFK,2.2111111111111112,1.2857142857142858,2.5,1.0,0.0,1.25,1.3333333333333333,0.75,9.000067592592593,0.2857142857142857,1.75,,True,
534842,8,13.5,2,2,0,2,0.21999999999999997,0.2,123.035,160.5,1.0,2,1978-02-25,F,True,False,usa,tulsa,TUL,36.198,-95.888,2023-01-16,47,993,0.5,0.0,Air Transat,MKE,1.70625,1.3333333333333333,,0.0,0.0,1.0,1.0,1.0,9.225043663194445,0.25,2.0,,True,True
534858,8,51.625,4,4,1,5,0.1,,271.8825,344.5,2.5,3,1970-03-10,F,True,True,usa,new york,LGA,40.777,-73.872,2023-01-16,55,993,1.0,0.125,American Airlines,LOU,18.26875,2.6666666666666665,3.75,1.0,0.75,1.0,1.0,0.8,7.829486154513889,0.0,1.6,,True,True
534895,8,16.75,2,2,0,2,0.13333333333333333,,362.515,149.5,3.0,2,1991-03-22,M,False,True,canada,winnipeg,YWG,49.91,-97.234,2023-01-16,34,993,0.5,0.0,Ryanair,DMA,2.09375,1.1428571428571428,4.5,1.0,0.5,1.0,1.0,1.0,7.814777777777778,0.25,2.0,,True,True
534903,9,14.555555555555555,3,3,0,3,0.15,0.1,507.02666666666664,203.33333333333334,2.0,3,1972-11-04,F,False,True,usa,nashville,BNA,36.124,-86.678,2023-01-16,52,993,0.6666666666666666,0.0,Alaska Airlines,CMH,1.8037037037037038,1.2857142857142858,3.0,0.6666666666666666,0.6666666666666666,2.3333333333333335,2.3333333333333335,1.0,7.785103819444444,0.0,2.0,,True,True
534939,8,13.5,2,3,0,3,0.22499999999999995,0.075,667.24,223.33333333333334,5.666666666666667,2,1979-12-25,F,False,False,usa,washington,IAD,38.944,-77.456,2023-01-16,45,993,0.625,0.0,Delta Air Lines,LSQ,1.68125,2.6666666666666665,4.0,1.0,0.0,1.0,1.0,1.0,8.266693171296296,0.0,1.6666666666666667,,True,
534948,8,13.25,1,4,0,4,0.15,0.1,911.86,110.25,5.75,1,1984-03-10,F,True,False,usa,colorado springs,COS,38.806,-104.7,2023-01-16,41,993,0.625,0.0,American Airlines,LGA,1.65,1.1428571428571428,4.0,1.0,1.0,2.0,1.5,1.0,4.0324488715277775,0.2,1.25,,True,True
534957,8,15.75,4,2,0,4,,0.1,439.385,151.5,1.5,4,1974-08-27,F,True,False,canada,calgary,YYC,51.114,-114.02,2023-01-16,51,993,0.75,0.0,Cebu Pacific,BIF,1.95,2.6666666666666665,2.25,1.0,0.0,1.25,1.0,0.5,7.832870138888889,0.16666666666666666,1.5,,True,True
534971,8,18.625,2,2,0,2,0.25,0.05,172.255,106.5,1.5,1,1990-09-25,F,False,False,canada,toronto,YTZ,43.627,-79.396,2023-01-16,35,993,0.5,0.0,American Airlines,LRF,2.3375,1.1428571428571428,2.5,1.0,0.5,1.0,1.0,1.0,5.4097794270833335,0.5,2.0,,True,
534986,8,27.25,4,4,0,4,0.25,0.125,688.9625,114.25,5.0,4,1963-09-11,M,False,False,usa,oakland,OAK,37.721,-122.221,2023-01-16,62,993,1.0,0.0,American Airlines,BNA,3.3833333333333333,1.1428571428571428,6.0,1.0,0.75,1.25,1.25,1.0,9.288190928819445,0.125,2.0,,True,
535003,9,9.777777777777779,0,0,0,0,0.06666666666666667,,,,,0,1966-07-07,F,True,False,usa,brownsville,BRO,25.907,-97.426,2023-01-16,59,993,0.0,,,,1.2203703703703703,1.2857142857142858,,,,,,,,,,,,True
535007,8,39.125,6,6,1,7,,0.1,372.4316666666667,338.0,3.0,6,1981-02-01,F,False,False,canada,toronto,YZD,43.742,-79.466,2023-01-16,44,993,1.5,0.08333333333333333,AirTran Airways,LGA,5.958333333333333,1.3333333333333333,4.5,1.0,0.16666666666666666,1.1666666666666667,1.1666666666666667,0.8571428571428571,8.712706684027777,0.16666666666666666,1.7142857142857142,,True,
535024,8,52.375,3,3,1,4,0.2,,714.43,131.33333333333334,2.3333333333333335,3,1987-04-07,F,False,False,usa,san antonio,RND,29.529,-98.279,2023-01-16,38,993,0.75,0.16666666666666666,Ryanair,YMX,18.372916666666665,1.1428571428571428,3.6666666666666665,1.0,1.0,1.6666666666666667,1.6666666666666667,0.75,11.286932233796296,0.0,1.5,,True,
535035,8,25.25,3,4,0,4,0.1,0.075,464.93666666666667,149.75,7.0,3,1972-04-20,F,False,True,usa,new york,LGA,40.777,-73.872,2023-01-16,53,993,0.875,0.0,AirTran Airways,DTW,3.11875,1.1428571428571428,5.333333333333333,1.0,0.3333333333333333,1.6666666666666667,1.75,1.0,7.052957942708334,0.14285714285714285,1.75,,True,True
535047,8,18.25,4,4,0,4,,0.1,380.09,138.25,3.5,4,1977-10-01,F,False,True,usa,rochester,ROC,43.119,-77.672,2023-01-16,48,993,1.0,0.0,American Airlines,JFK,2.2604166666666665,1.3333333333333333,5.0,1.0,0.5,1.25,1.25,1.0,10.993337022569445,0.125,2.0,,True,True
535051,8,19.625,3,4,0,4,0.3,0.075,434.16333333333336,141.25,4.75,3,1975-03-04,F,True,False,usa,new york,LGA,40.777,-73.872,2023-01-16,50,993,0.875,0.0,Abu Dhabi Amiri Flight,FTW,2.4458333333333333,1.1428571428571428,3.3333333333333335,1.0,0.3333333333333333,1.0,1.0,1.0,5.081565147569444,0.14285714285714285,1.75,,True,True
535060,8,24.125,4,4,0,4,0.125,,304.115,258.75,0.5,4,1989-08-19,F,False,False,usa,los angeles,LAX,33.942,-118.408,2023-01-16,36,993,1.0,0.0,American Airlines,FTW,2.997916666666667,1.1428571428571428,2.0,0.75,0.5,1.0,1.0,1.0,7.444509071180556,0.125,2.0,,True,
535063,9,19.666666666666668,3,4,0,4,0.15,0.08333333333333333,657.65,122.75,2.75,3,1986-06-11,F,False,False,usa,los angeles,LAX,33.942,-118.408,2023-01-16,39,993,0.7777777777777778,0.0,American Airlines,JFK,2.4277777777777776,1.2857142857142858,4.0,1.0,0.6666666666666666,1.3333333333333333,1.25,1.0,6.084766579861111,0.2857142857142857,1.75,,True,
535081,8,14.5,2,4,0,4,0.15,0.05,204.13,152.5,4.5,2,1985-03-24,F,True,False,usa,knoxville,TYS,35.812,-83.993,2023-01-16,40,993,0.75,0.0,AirTran Airways,DAL,1.7979166666666666,1.1428571428571428,3.0,1.0,1.0,1.0,1.5,1.0,7.28261875,0.16666666666666666,1.5,,True,True
535099,8,22.625,5,5,0,5,,,352.262,271.2,2.6,4,1987-01-13,M,False,False,usa,buffalo,BUF,42.94,-78.732,2023-01-16,38,993,1.25,0.0,Delta Air Lines,CMH,2.8041666666666667,1.1428571428571428,3.8,1.0,1.2,1.0,1.0,1.0,8.359375625,0.0,2.0,,True,
535135,8,16.75,3,4,0,4,0.13333333333333333,0.05,236.32666666666665,250.0,4.75,3,1976-05-15,F,True,False,canada,winnipeg,YAV,50.056,-97.032,2023-01-17,49,992,0.875,0.0,AirTran Airways,DET,2.0770833333333334,2.0,4.333333333333333,1.0,0.3333333333333333,1.0,1.0,1.0,10.900463628472222,0.0,1.75,,True,True
535136,8,23.125,3,3,0,3,0.1,0.075,335.25,152.66666666666666,2.6666666666666665,2,1997-09-10,M,False,False,usa,new york,JFK,40.64,-73.779,2023-01-17,28,992,0.75,0.0,United Airlines,IND,2.85,1.1428571428571428,4.333333333333333,1.0,0.3333333333333333,1.0,1.0,1.0,7.658368229166666,0.16666666666666666,2.0,,True,
535149,8,15.0,1,1,0,1,0.075,0.1,272.85,122.0,2.0,1,1968-08-07,F,False,True,usa,baton rouge,BTR,30.533,-91.149,2023-01-17,57,992,0.25,0.0,United Airlines,BIF,1.8604166666666666,1.1428571428571428,4.0,1.0,2.0,1.0,1.0,1.0,6.308417534722222,0.5,2.0,,,True
535155,8,10.25,1,1,0,1,0.05,,595.66,144.0,-1.0,1,1970-09-02,F,True,False,usa,nashville,BNA,36.124,-86.678,2023-01-17,55,992,0.25,0.0,Kenmore Air,BFI,1.275,1.1428571428571428,1.0,1.0,1.0,1.0,1.0,1.0,4.640494791666667,0.0,2.0,,,True
535177,8,19.0,2,2,0,2,0.3,0.11666666666666667,512.765,222.5,4.5,2,1985-03-17,F,False,False,canada,toronto,YYZ,43.677,-79.631,2023-01-17,40,992,0.5,0.0,AirTran Airways,HOU,2.375,1.3333333333333333,5.5,1.0,1.0,1.5,1.5,1.0,8.014025520833334,0.5,2.0,,True,
535189,8,12.875,2,2,0,2,0.15,0.1,276.905,176.5,1.0,2,1975-09-09,M,True,True,usa,memphis,MEM,35.042,-89.977,2023-01-17,50,992,0.5,0.0,Air New Zealand,HLZ,1.6083333333333334,1.1428571428571428,2.0,1.0,0.5,1.5,1.5,1.0,7.114316579861111,0.0,2.0,,True,True
535229,8,23.5,3,3,0,3,0.11666666666666667,0.075,297.71666666666664,182.66666666666666,4.333333333333333,3,1983-03-10,M,False,False,usa,new york,LGA,40.777,-73.872,2023-01-17,42,992,0.75,0.0,American Airlines,BOS,2.93125,1.1428571428571428,6.333333333333333,1.0,0.0,1.0,1.0,1.0,9.620539351851852,0.5,2.0,,True,
535266,9,11.0,1,1,0,2,,0.1,8945.15,298.0,4.0,1,1978-09-15,F,True,True,canada,edmonton,YED,53.667,-113.467,2023-01-17,47,992,0.2222222222222222,0.0,Ryanair,XSP,1.3555555555555556,1.5,11.0,1.0,3.0,4.0,1.0,0.5,9.61875,0.0,1.0,,,True
535311,9,13.11111111111111,2,1,0,2,,0.11666666666666667,376.585,247.0,9.0,2,1981-10-09,F,True,True,usa,houston,IAH,29.98,-95.34,2023-01-17,43,992,0.3333333333333333,0.0,Southwest Airlines,CMH,1.6425925925925926,1.8,7.0,1.0,0.0,1.0,1.0,0.5,3.7944368055555557,0.0,1.5,,True,True
535341,9,19.333333333333332,3,3,0,3,,0.25,313.7733333333333,95.33333333333333,5.666666666666667,2,1976-11-20,F,True,False,usa,tulsa,TUL,36.198,-95.888,2023-01-17,48,992,0.6666666666666666,0.0,Southwest Airlines,DAL,2.3685185185185187,1.5,7.333333333333333,1.0,0.0,1.6666666666666667,1.6666666666666667,1.0,8.643194212962962,0.0,2.0,,True,True
535365,8,15.5,2,2,0,2,0.1,,123.98,99.0,3.0,1,1994-03-03,F,False,True,usa,los angeles,LAX,33.942,-118.408,2023-01-17,31,992,0.5,0.0,American Airlines,DMA,1.9375,1.3333333333333333,4.0,1.0,0.5,1.0,1.0,1.0,10.26407795138889,0.0,2.0,,True,True
